"","region","object of transaction","address","total area transfer","land type_in city","land type_not in city","Land use zoning detailed map of non-urban area","date","number of buildings","transfer floor","total floors","type of building","main uses","main building materials","time of completion","total area","number of living rooms","number of dining  rooms","number of restrooms","has compartment","has management organization","selling price","selling price per square meter","parking category","total parking area transfer","parking price"
"110","大安區","房地(土地+建物)","臺北市大安區安和路二段69巷1~30號",11.43,"住",NA,NA,10309,"土地2建物1車位0","四層",8,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",941201,45.22,1,1,1,"有","有",13680000,302521,"",0,0
"111","大安區","土地","復興段一小段271~300地號",13,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1006200,77400,"",0,0
"112","士林區","土地","溪洲段一小段61~90地號",46,"其他",NA,NA,10310,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",3116960,67760,"",0,0
"113","士林區","房地(土地+建物)","臺北市士林區新安路31~60號",247.11,"住",NA,NA,10309,"土地1建物1車位0","全",2,"透天厝","住家用","加強磚造",610408,245.88,4,3,4,"有","無",14700000,59785,"",0,0
"114","士林區","房地(土地+建物)","臺北市士林區中山北路六段157巷1~30號",23.8,"住",NA,NA,10309,"土地1建物1車位0","一層",5,"公寓(5樓含以下無電梯)","見使用執照","鋼筋混凝土造",670529,92.25,0,0,0,"無","無",25300000,274255,"",0,0
"115","北投區","房地(土地+建物)+車位","臺北市北投區行義路96巷1~30號",76.87,"住",NA,NA,10310,"土地1建物1車位2","五層",5,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1020318,259.9,0,0,0,"無","無",47600000,243637,"坡道平面",85.46,5100000
"116","北投區","房地(土地+建物)","臺北市北投區中央南路二段34巷1~30號",24.74,"工",NA,NA,10309,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",721214,94.75,3,1,2,"有","無",4500000,47493,"",0,0
"117","北投區","房地(土地+建物)+車位","臺北市北投區大業路631~660號",38.86,"住",NA,NA,10308,"土地1建物1車位1","六層，電梯樓梯間",9,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",851021,189.67,4,2,3,"有","有",29500000,155533,"坡道平面",0,0
"118","士林區","房地(土地+建物)+車位","臺北市士林區承德路四段61~90號",28.73,"住",NA,NA,10308,"土地2建物1車位1","二層",11,"住宅大樓(11層含以上有電梯)","見使用執照","鋼筋混凝土造",890523,165.59,0,0,1,"有","有",25750000,155505,"坡道平面",35.77,0
"119","北投區","房地(土地+建物)","臺北市北投區中山北路七段219巷3弄91~120號",28.59,"住",NA,NA,10309,"土地1建物1車位0","三層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730923,124.3,3,2,2,"有","有",15100000,121480,"",0,0
"120","北投區","車位","臺北市北投區中央北路一段91~120號",0.11,"住",NA,NA,10309,"土地0建物0車位1","一層",15,"其他","見其他登記事項","鋼筋混凝土造",1010423,6.03,0,0,0,"有","有",850000,NA,"坡道機械",0,850000
"121","北投區","房地(土地+建物)+車位","臺北市北投區石牌路一段166巷43弄1~30號",28.97,"商",NA,NA,10308,"土地1建物1車位1","五層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",1030424,127.67,2,2,2,"有","有",19900000,162474,"其他",13.19,1300000
"122","北投區","車位","臺北市北投區榮華一路4巷1~30號",0.98,"住",NA,NA,10309,"土地0建物0車位2","地下層",7,"其他","見使用執照","鋼筋混凝土造",750103,37.09,0,0,0,"有","無",4380000,NA,"升降平面",37.1,4380000
"123","北投區","房地(土地+建物)","臺北市北投區光明路61~90號",3.23,"商",NA,NA,10309,"土地1建物1車位0","七層",23,"套房(1房1廳1衛)","住家用","鋼骨鋼筋混凝土造",961116,36.38,1,1,1,"有","有",7000000,192413,"",0,0
"124","松山區","房地(土地+建物)","臺北市松山區八德路四段751~780號",11.24,"商",NA,NA,10309,"土地1建物1車位0","五層",14,"住宅大樓(11層含以上有電梯)","商業用","鋼筋混凝土造",860613,104.99,0,0,0,"無","有",18650000,177636,"",0,0
"125","信義區","房地(土地+建物)","臺北市信義區永吉路200巷31~60號",42,"住",NA,NA,10309,"土地1建物1車位0","四層",4,"公寓(5樓含以下無電梯)","","鋼筋混凝土造",630418,119.1,6,0,6,"有","無",20500000,172124,"",0,0
"126","南港區","房地(土地+建物)+車位","臺北市南港區重陽路571~600號",33.13,"住",NA,NA,10309,"土地1建物1車位1","四層",13,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1011026,228.62,3,2,2,"有","有",39960000,174788,"坡道平面",46.5,0
"127","信義區","房地(土地+建物)","臺北市信義區信義路五段150巷401弄1~30號",30.79,"住",NA,NA,10309,"土地2建物1車位0","三層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",761014,114.38,3,2,2,"有","無",27000000,236055,"",0,0
"128","信義區","房地(土地+建物)","臺北市信義區松隆路121~150號",4.71,"其他",NA,NA,10310,"土地1建物1車位0","地下一層",10,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",850925,38.13,0,0,0,"無","有",5960000,156307,"",0,0
"129","中山區","房地(土地+建物)","臺北市中山區堤頂大道二段481~510號",23.95,"其他",NA,NA,10309,"土地1建物1車位0","六層",10,"華廈(10層含以下有電梯)","商業用","鋼筋混凝土造",991201,109.25,2,1,1,"有","有",30500000,279176,"",0,0
"130","中山區","車位","臺北市中山區堤頂大道二段481~510號",2.84,"其他",NA,NA,10309,"土地0建物0車位1","一層",10,"其他","商業用","鋼筋混凝土造",991201,37.48,0,0,0,"有","有",2500000,NA,"坡道平面",37.32,2500000
"131","信義區","房地(土地+建物)","臺北市信義區松山路271~300號",14.15,"商",NA,NA,10308,"土地2建物1車位0","十層",15,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",730608,93.14,2,2,1,"有","有",14800000,158901,"",0,0
"132","松山區","房地(土地+建物)","臺北市松山區八德路三段12巷51弄1~30號",31.71,"住",NA,NA,10310,"土地1建物1車位0","三層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,147.17,3,2,2,"有","有",33500000,227628,"",0,0
"133","南港區","房地(土地+建物)+車位","臺北市南港區園區街1~30號",183.35,"其他",NA,NA,10309,"土地1建物1車位5","六層",21,"廠辦","見使用執照","見其他登記事項",920130,1058.48,0,0,0,"無","有",123837385,138303,"坡道機械",237.55,10300000
"134","信義區","房地(土地+建物)","臺北市信義區福德街300巷1~30號",21.46,"住",NA,NA,10309,"土地1建物1車位0","一層",5,"店面(店鋪)","商業用","鋼筋混凝土造",NA,85.16,0,1,1,"有","無",23000000,270080,"",0,0
"135","松山區","房地(土地+建物)","臺北市松山區八德路二段331~360號",2.6,"商",NA,NA,10309,"土地2建物1車位0","十層",14,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",980123,29.59,1,1,1,"有","有",9800000,331193,"",0,0
"136","信義區","車位","臺北市信義區忠孝東路五段481~510號",0.78,"住",NA,NA,10309,"土地0建物0車位1","地下二層，地下三層，地下四層，地下五層",17,"其他","見使用執照","鋼骨鋼筋混凝土造",820514,34.04,0,0,0,"有","有",1870000,NA,"坡道平面",0,1870000
"137","松山區","房地(土地+建物)","臺北市松山區南京東路四段133巷7弄1~30號",38,"住",NA,NA,10309,"土地1建物1車位0","二層",4,"公寓(5樓含以下無電梯)","","鋼筋混凝土造",NA,96.52,2,2,2,"有","無",24200000,250725,"",0,0
"138","松山區","房地(土地+建物)","臺北市松山區三民路136巷1~30號",13.56,"住",NA,NA,10309,"土地1建物1車位0","三層",6,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",610630,53.56,1,1,1,"有","有",13350000,249253,"",0,0
"139","信義區","房地(土地+建物)","臺北市信義區松德路25巷1~30號",21.41,"住",NA,NA,10309,"土地1建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",NA,108.84,3,2,2,"有","有",25200000,231533,"",0,0
"140","中山區","房地(土地+建物)","臺北市中山區長安東路一段1~30號",24.25,"商",NA,NA,10309,"土地1建物1車位0","三層",8,"辦公商業大樓","商業用","鋼筋混凝土造",610328,165.43,0,0,0,"無","有",31000000,187390,"",0,0
"141","內湖區","土地","潭美段一小段571~600地號",35.88,"其他",NA,NA,10309,"土地9建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",4882500,136079,"",0,0
"142","內湖區","房地(土地+建物)+車位","臺北市內湖區安康路331~360號",20.69,"住",NA,NA,10309,"土地1建物1車位1","三層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",930611,102.65,2,1,1,"有","無",13500000,131515,"坡道平面",33.12,0
"143","內湖區","房地(土地+建物)+車位","臺北市內湖區金豐街31~60號",34.55,"其他",NA,NA,10310,"土地1建物1車位1","五層",10,"其他","見其他登記事項","鋼筋混凝土造",991124,172.8,3,2,2,"有","有",25000000,144676,"坡道平面",0,0
"144","中山區","房地(土地+建物)","臺北市中山區敬業三路162巷181~210號",47.09,"住",NA,NA,10307,"土地1建物1車位0","六層",12,"住宅大樓(11層含以上有電梯)","國民住宅","鋼筋混凝土造",890628,155.72,3,2,2,"有","有",28700000,184305,"",0,0
"145","內湖區","房地(土地+建物)","臺北市內湖區成功路四段324巷4弄1~30號",48.14,"住",NA,NA,10309,"土地2建物1車位0","一層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",741104,182.23,4,2,2,"有","無",22500000,123470,"",0,0
"146","內湖區","房地(土地+建物)+車位","臺北市內湖區文德路210巷30弄1~30號",8.31,"商",NA,NA,10308,"土地1建物1車位1","六層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",990324,83.2,2,1,1,"有","有",14800000,177885,"坡道機械",20.67,0
"147","內湖區","房地(土地+建物)","臺北市內湖區康寧路三段165巷31~60號",28.05,"住",NA,NA,10310,"土地1建物1車位0","五層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",750203,104.89,3,2,2,"有","無",13800000,131566,"",0,0
"148","中山區","房地(土地+建物)","臺北市中山區中山北路二段27巷1~30號",3.33,"商",NA,NA,10309,"土地1建物1車位0","四層",8,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",660929,25.87,1,1,1,"有","無",4500000,173947,"",0,0
"149","中山區","房地(土地+建物)","臺北市中山區林森北路85巷91~120號",6.3,"商",NA,NA,10309,"土地1建物1車位0","六層",7,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",730330,32.45,1,1,1,"有","有",4720000,145455,"",0,0
"150","內湖區","房地(土地+建物)","臺北市內湖區安康路434巷20弄1~30號",13.46,"住",NA,NA,10309,"土地1建物1車位0","三層",8,"華廈(10層含以下有電梯)","住家用","鋼筋混凝土造",850613,39.32,2,2,1,"有","有",6890000,175229,"",0,0
"151","中山區","房地(土地+建物)+車位","臺北市中山區林森北路301~330號",23.72,"商",NA,NA,10309,"土地1建物1車位1","二層",14,"辦公商業大樓","商業用","鋼筋混凝土造",920213,210.06,0,0,0,"無","有",37000000,176140,"升降機械",0,0
"152","內湖區","房地(土地+建物)+車位","臺北市內湖區成功路四段30巷1~30號",13.83,"商",NA,NA,10308,"土地1建物1車位1","十三層",16,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",781107,141.26,3,2,2,"有","有",23500000,166360,"坡道平面",0,0
"153","內湖區","土地","大湖段一小段211~240地號",175,"其他",NA,NA,10309,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",1321100,7549,"",0,0
"154","中山區","房地(土地+建物)","臺北市中山區林森北路271~300號",3.4,"商",NA,NA,10309,"土地2建物1車位0","五層",12,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",NA,43.3,1,1,1,"有","有",2200000,50808,"",0,0
"155","內湖區","土地","康寧段二小段1~30地號",65.5,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",480000,7328,"",0,0
"156","內湖區","房地(土地+建物)","臺北市內湖區成功路四段181~210號",22.32,"住",NA,NA,10309,"土地1建物1車位0","二層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",690131,82.08,3,2,1,"有","無",12000000,146199,"",0,0
"157","內湖區","房地(土地+建物)+車位","臺北市內湖區民權東路六段180巷121~150號",32.2,"住",NA,NA,10309,"土地1建物1車位1","六層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1000221,210.72,4,2,2,"有","有",31250000,148301,"坡道機械",37.43,0
"158","中山區","房地(土地+建物)","臺北市中山區建國北路三段22巷1~30號",8.85,"住",NA,NA,10309,"土地1建物1車位0","一層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",811007,51.02,3,2,2,"有","有",7460000,146217,"",0,0
"159","中山區","房地(土地+建物)","臺北市中山區建國北路二段31~60號",5.96,"住",NA,NA,10309,"土地5建物1車位0","十一層",15,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",770524,51.18,1,2,1,"有","有",12680000,247753,"",0,0
"160","中山區","土地","吉林段一小段421~450地號",153.84,"其他",NA,NA,10310,"土地1建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",5500000,35751,"",0,0
"161","大同區","房地(土地+建物)+車位","臺北市大同區民權西路144巷5弄1~30號",15.83,"住",NA,NA,10309,"土地2建物1車位1","三層",17,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",790323,207.02,3,2,2,"有","有",6338552,37860,"坡道平面",45.94,240011
"162","大同區","車位","臺北市大同區五原路1~30號",0.21,"商",NA,NA,10310,"土地0建物0車位2","一層",14,"其他","見其他登記事項","鋼筋混凝土造",981216,581.44,0,0,0,"有","有",1500000,NA,"坡道機械",0,1500000
"163","萬華區","土地","莒光段四小段1~30地號",2.27,"其他",NA,NA,10310,"土地2建物0車位0","",NA,"其他","","",NA,0,0,0,0,"有","無",900000,396476,"",0,0
"164","大同區","房地(土地+建物)","臺北市大同區長安西路91~120號",6.6,"商",NA,NA,10308,"土地3建物1車位0","八層",9,"套房(1房1廳1衛)","住商用","鋼筋混凝土造",680125,48.47,0,0,0,"無","無",9880000,203837,"",0,0
"165","中正區","房地(土地+建物)","臺北市中正區新生南路一段132巷6弄1~30號",42.6,"住",NA,NA,10309,"土地1建物1車位0","三層",5,"公寓(5樓含以下無電梯)","住家用","鋼筋混凝土造",780227,131.01,3,2,2,"有","無",32000000,244256,"",0,0
"166","萬華區","房地(土地+建物)","臺北市萬華區和平西路三段55巷6弄1~30號",53,"商",NA,NA,10310,"土地1建物1車位0","全",1,"透天厝","","木造",NA,42.15,2,1,1,"有","無",8200000,194543,"",0,0
"167","大同區","房地(土地+建物)","臺北市大同區南京西路151~180號",3.59,"商",NA,NA,10309,"土地1建物1車位0","十層",11,"辦公商業大樓","住商用","鋼筋混凝土造",660822,36.9,1,0,1,"有","有",5050000,136856,"",0,0
"168","大同區","房地(土地+建物)","臺北市大同區民生西路361~390號",17.5,"其他",NA,NA,10310,"土地2建物1車位0","全",3,"透天厝","住家用","磚造",650510,46.14,0,4,3,"有","無",30000000,650195,"",0,0
"169","萬華區","房地(土地+建物)","臺北市萬華區和平西路二段121~150號",3,"住",NA,NA,10309,"土地1建物1車位0","四層",12,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",680623,40.94,1,0,1,"有","有",5010000,122374,"",0,0
"170","文山區","房地(土地+建物)+車位","臺北市文山區指南路三段61~90號",23.37,"住",NA,NA,10310,"土地1建物1車位1","三層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030513,138.89,2,1,2,"有","有",14950000,127469,"坡道平面",36.12,1850000
"171","文山區","房地(土地+建物)","臺北市文山區指南路三段61~90號",23.37,"住",NA,NA,10311,"土地1建物1車位0","七層",11,"住宅大樓(11層含以上有電梯)","住家用","鋼筋混凝土造",1030513,102.8,3,1,1,"有","有",15250000,148346,"",0,0
"172","文山區","房地(土地+建物)","臺北市文山區指南路三段61~90號",14.24,"住",NA,NA,10310,"土地1建物1車位0","五層",11,"套房(1房1廳1衛)","住家用","鋼筋混凝土造",1030513,62.69,1,1,1,"有","有",9480000,151220,"",0,0
